,go,pv,k,n,N,genes
199,GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,1.8074552251444465e-05,80,458,837,ACSL1;ADAM17;ADTRP;ARRDC4;BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNK;CD44;CD80;CDK9;CHFR;CHP1;CLCF1;CNOT9;CRY1;CSF1;DBF4;DUSP5;ECT2;EGF;FAS;FCGR2B;FGG;GNL3;GPNMB;HBEGF;IL1A;IL1B;IL23A;IL24;KISS1;KLB;KPNA7;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;NCF1;OSM;PHF1;PIK3CB;PIK3R5;PPP1R15B;PPP2R3C;PTGS2;PTPN1;PTPN22;PTPRC;RAP2C;SDCBP;SERPINF2;SLC11A1;SNW1;SOCS3;STAP1;STK39;SYAP1;TEC;TGFBR1;TICAM1;TLR6;TNF;TNFRSF10B;UBC;UBE2D1;UBE2V1;WNT16;ZC3H12A
161,GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,1.8136278960886648e-05,7,10,837,CD80;CD86;IL23A;IL4R;MALT1;NFKBID;NFKBIZ
328,GO_INTERLEUKIN_2_PRODUCTION,1.8388116640865014e-05,12,28,837,CD80;CD83;CD86;CLEC7A;IL1A;IL1B;IRF4;MALT1;PNP;PTPRC;RUNX1;SLC11A1
62,GO_REGULATION_OF_LEUKOCYTE_MIGRATION,2.0107511278014462e-05,24,88,837,ADAM10;ADAM17;ADTRP;AKIRIN1;C5AR1;C5AR2;CCL2;CCL3;CCL4;CCL7;CSF1;CXCL8;CYP19A1;IL23A;MOSPD2;MPP1;PLA2G7;PTAFR;SLC8B1;STAP1;STK39;SWAP70;TNF;TNFSF14
169,GO_RESPONSE_TO_LIPID,2.5714768966763344e-05,65,355,837,ABL2;ACSL1;ADAM17;ADNP2;ADTRP;ALDH3A1;ALPL;BCL10;C5AR1;CASP9;CATSPERB;CCL2;CCL3;CD180;CD274;CD80;CD86;CHUK;CNOT9;CRY1;CSF2RB;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYBB;CYP1A1;DNM1L;FABP3;FOSL1;GDAP1;IL1A;IL1B;IL24;IRAK3;LCN2;LILRB1;LPL;LRP8;MALT1;MBD2;MBD4;NFKB2;NFKBIB;PDK3;PLAA;PON1;PTAFR;PTGS2;PTPN22;RUNX1;S100A8;SCARB1;SLC11A1;SNW1;STAP1;TGFBR1;TICAM1;TLR2;TNF;TNIP3;TP63;TPH2;ZC3H12A
139,GO_RESPONSE_TO_INTERLEUKIN_1,2.900176633085915e-05,27,107,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CHUK;CUL1;CXCL8;FGG;IL1A;IL1B;IL1R2;IRAK3;LCN2;MAP3K8;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;TAF9;UBC;UBE2V1;USP10;ZC3H12A
215,GO_REGULATION_OF_INFLAMMATORY_RESPONSE,3.006097670326637e-05,31,131,837,CCL3;CLEC7A;CYP19A1;FANCD2;FCGR2B;IL1B;IL1R2;IL23A;IL2RA;LPL;LRRK2;MCPH1;NFKBIZ;NLRP12;OSM;OTULIN;PLA2G7;PSMA1;PTGS2;PTPN2;PTPRC;S100A8;SMPDL3B;SOCS3;STAP1;STK39;TICAM1;TLR2;TLR6;TNF;ZC3H12A
226,GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,3.050942007409423e-05,10,21,837,CD80;CD83;CD86;IL23A;IL4R;MALT1;NFKBID;NFKBIZ;PNP;RUNX1
183,GO_LYMPHOCYTE_CHEMOTAXIS,3.06262856258207e-05,11,25,837,ADAM10;ADAM17;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;SLC8B1;STK39;TNFSF14
271,GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,3.06262856258207e-05,11,25,837,CD80;CD83;CD86;IL23A;IL4R;MALT1;NFKBID;NFKBIZ;PNP;PTPRC;RUNX1
137,GO_MACROPHAGE_ACTIVATION,3.2469144085537416e-05,15,43,837,C5AR1;CCL3;FCGR2B;IL4R;ITGAM;JMJD6;LRRK2;PTPRC;SLC11A1;STAP1;TICAM1;TLR2;TLR6;TNF;ZC3H12A
250,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,3.2469144085537416e-05,15,43,837,ADAM10;ADAM17;AKIRIN1;C5AR1;CCL3;CCL4;CCL7;CSF1;CXCL8;IL23A;MOSPD2;PLA2G7;STK39;SWAP70;TNFSF14
126,GO_INNATE_IMMUNE_RESPONSE,3.463492510837986e-05,71,401,837,APOBEC3B;ARG2;ARID5A;BCL10;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD180;CD44;CD58;CD84;CEBPG;CGAS;CHUK;CLEC7A;CSF1;CUL1;CYBB;FCGR2B;FGG;FGR;IFI16;IFI30;IFNAR2;IFNLR1;IL23A;IRAK3;IRF4;ITGAM;LCN2;LILRB1;LRP8;MALT1;MATR3;MUC5AC;NCF1;OTULIN;PADI4;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTPN1;PTPN2;PTPN22;RIOK3;S100A8;SLC11A1;SMPDL3B;SOCS3;SRPK1;STX4;TICAM1;TLR2;TLR6;TNIP3;TREML2;TREML4;UBC;UBE2D1;UBE2V1;USP14;VAV1;VNN1
84,GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,3.467142900920998e-05,27,108,837,CCL3;CD80;CD83;CD86;CSF1;FANCD2;FCGR2B;FOXN1;IL23A;IL2RA;IL4R;IRF4;LIF;LILRB1;LILRB3;MALT1;NFKBID;NFKBIZ;PNP;PPP2R3C;PTPN2;PTPRC;RUNX1;TNF;TNFSF9;VNN1;ZC3H12A
396,GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,3.66319371047663e-05,8,14,837,CD80;CD83;CD86;IL23A;IL4R;MALT1;NFKBID;NFKBIZ
225,GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,3.740991343476622e-05,40,189,837,ADTRP;ARG2;BCL10;C5AR2;CCL2;CCL3;CD274;CD80;CD84;CD86;CYP19A1;FCGR2B;FGR;GPNMB;H4C5;H4C6;IFI16;IL2RA;IL4R;IRAK3;IRF4;LILRB1;LILRB3;MERTK;NFKBID;PSMA1;PTPN2;PTPN22;PTPRC;RBM15;RIOK3;RUNX1;SAMSN1;SMPDL3B;STAP1;TICAM1;TLR6;TNF;TNFRSF21;ZC3H12A
78,GO_SECRETION,3.9235749985956456e-05,111,700,837,ABAT;ADAM10;ADGRE2;ADGRG3;ADTRP;ARFGAP3;ARG2;ARHGAP9;ARMC8;ATG5;ATP6V0A1;ATP8B4;BIN2;BLOC1S6;C12orf4;C5AR1;C5AR2;CCL3;CD274;CD44;CD58;CD84;CHIT1;CHP1;CHUK;CLECL1;CLTRN;CRY1;CTSZ;CXCL1;CYBB;CYP19A1;DNM1L;EGF;EQTN;FCAR;FCGR2B;FGG;FGR;GPR84;HSPA6;ICA1;IL1A;IL1B;IL1R2;IL4R;IQGAP2;IST1;ITGAM;ITGAX;KCNN4;KISS1;LCN2;LIF;LILRB1;LILRB3;LPL;LRRK2;MANBA;MERTK;MICAL1;MIDN;MMP25;MOSPD2;MYO5A;NHLRC3;NLRP12;OLR1;ORM1;ORM2;OSM;P2RX1;PDCD6IP;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPN22;PTPRC;QPCT;RAP2C;S100A8;S100P;SCFD1;SDCBP;SERPINF2;SIGLEC9;SLC11A1;SLC16A10;SLC17A9;SLC1A3;SLC22A16;SLC8B1;STK39;STX3;STX4;SYTL3;TCIRG1;TCN1;TFF2;TLR2;TLR6;TNF;TNFAIP2;TNFRSF21;VNN1;VPS33B;VPS41;ZC3H12A
153,GO_NEGATIVE_REGULATION_OF_SECRETION,4.736986425033867e-05,22,81,837,ABAT;ADTRP;ARG2;C5AR2;CD84;CRY1;EGF;FCGR2B;IL1B;IL1R2;LIF;LILRB1;MIDN;NLRP12;OSM;PTPN22;STK39;TFF2;TLR6;TNF;TNFRSF21;ZC3H12A
109,GO_B_CELL_ACTIVATION,5.107425761181895e-05,23,87,837,ADAM17;ADGRG3;BATF;BCL3;CD180;CEBPG;CLCF1;FCGR2B;GAPT;LIG4;MALT1;PPP2R3C;PTPN2;PTPRC;SAMSN1;SHLD2;SHLD3;SKAP2;SWAP70;TCIRG1;TICAM1;TNFRSF13C;TNFRSF21
7,GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION,5.107425761181895e-05,23,87,837,ARG2;CCL7;CD274;CD80;CD86;CLC;CLCF1;CLECL1;CSF1;FCGR2B;GPNMB;IL1B;IL23A;IL2RA;LILRB1;PNP;PTPN22;PTPRC;TICAM1;TNFRSF13C;TNFRSF21;TNFSF8;TNFSF9
284,GO_SPECIFIC_GRANULE,5.80853836870882e-05,22,82,837,ADAM10;ADGRG3;ARMC8;ATP8B4;CHIT1;CTSZ;CXCL1;CYBB;FCAR;GPR84;ITGAM;LCN2;MMP25;MOSPD2;OLR1;ORM1;ORM2;P2RX1;QPCT;STX3;STX4;TCN1
118,GO_IMMUNOGLOBULIN_PRODUCTION,5.992700169741807e-05,16,50,837,BATF;CGAS;CLCF1;FCGR2B;GAPT;GCNT3;IL4R;LIG4;PTPRC;SHLD2;SHLD3;STX4;SWAP70;TCIRG1;TNF;VPREB3
51,GO_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,6.438267901106806e-05,111,708,837,ABL2;ADGRG3;ARHGAP40;ARHGAP9;BCL10;BCL3;BIRC7;C5AR1;C5AR2;CARD14;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CD80;CD86;CDC42SE1;CGAS;CHP1;CHUK;CRYBA1;CSF1;CSNK2A2;CTH;CYTH1;CYTH4;DNM1L;DUSP5;ECT2;EEF1E1;EGF;ENTPD5;FAS;FCGR2B;FGG;FGR;GPAT3;GPNMB;HBEGF;HRC;HUS1;IER3;IL1A;IL1B;IL23A;IRAK3;IVNS1ABP;KISS1;KLB;LIF;LIN28A;LRRK2;MALT1;MAP3K14;MAP3K8;MCF2L2;MIOS;MYO5A;NCF1;NFKBID;NLRP12;NOP2;OPA1;OSM;P2RX5;PIK3CB;PIK3R5;PIM2;PLK3;PSCA;PTGS2;PTP4A3;PTPN1;PTPN2;PTPN22;PTPRC;RAD9B;RASA2;REL;RIOK3;RRAGD;RRM2B;S100A8;SCTR;SDCBP;SEH1L;SERPINF2;SHOC2;SLC20A1;STK39;TAF9;TGFBR1;TICAM1;TLR2;TLR6;TNF;TNFRSF10B;TNFSF14;TNIP3;TP63;UBC;UBE2V1;USP10;VAV1;VNN1;WNT16;ZC3H12A;ZMPSTE24
27,GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,6.500876580430223e-05,19,66,837,CD274;CD80;CLC;CLCF1;FCGR2B;IL1B;IL23A;IL4R;LILRB1;MALT1;NFKBID;NFKBIZ;PTPRC;SAMSN1;SHLD2;SHLD3;SLC11A1;TNF;ZC3H12A
230,GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,6.539232973266261e-05,37,174,837,ADGRE2;ATG5;BCL10;C12orf4;C5AR1;C5AR2;CD80;CD84;CD86;CGAS;CLC;CLCF1;FCGR2B;FGR;IFNLR1;IL1B;IL23A;IL2RA;IL4R;IRAK3;IRF4;ITGAM;LILRB1;MALT1;NFKBID;NFKBIZ;PTAFR;PTPRC;RIOK3;SHLD2;SHLD3;STX4;TICAM1;TNF;VAV1;ZC3H12A;ZMPSTE24
254,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,7.000908406773228e-05,46,234,837,BCL10;CCL3;CGAS;CHUK;CLEC7A;CUL1;FGG;IFI16;IL1B;IL23A;IRAK3;IRF4;ITGAM;LPL;LRRK2;MALT1;MATR3;MUC5AC;NFKBIZ;NLRP12;OSM;OTULIN;PLA2G7;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTPN22;RIOK3;S100A8;SMPDL3B;STAP1;TICAM1;TLR2;TLR6;TNF;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1
352,GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,7.051369801434418e-05,18,61,837,ARG2;CD274;CD80;CD86;FCGR2B;FGR;GPNMB;IL2RA;IL4R;LILRB1;MERTK;NFKBID;PTPN2;PTPN22;RUNX1;SAMSN1;TNFRSF21;ZC3H12A
45,GO_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,7.347129508015404e-05,20,72,837,ABAT;ADTRP;ARG2;CD274;CD80;CD86;FCGR2B;FGG;GPNMB;GTPBP4;IL2RA;IL4R;LILRB1;NFKBID;PTPN2;PTPN22;RUNX1;SWAP70;TNFRSF21;ZC3H12A
33,GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,8.100293485924466e-05,27,113,837,AZI2;BCL10;BCL3;CHUK;CTH;ECT2;IL1A;IL1B;MALT1;MAP3K14;NFKB2;NFKBID;NLRP12;PIM2;REL;RIOK3;SLC20A1;TICAM1;TLR2;TLR6;TNF;TNFRSF10B;TNIP3;UBC;UBE2V1;USP10;ZC3H12A
255,GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,8.424465806073419e-05,106,674,837,ACSL1;ADAM17;ADTRP;ATPSCKMT;BCCIP;BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNC;CCNH;CCNK;CD44;CD80;CDK9;CHP1;CLCF1;CNOT9;CRYBA1;CSF1;DBF4;DUSP5;ECD;ECT2;EGF;ENTPD5;FABP3;FAS;FCGR2B;FGG;FGR;GPNMB;GTPBP4;HBEGF;HRC;HUS1;IL1A;IL1B;IL23A;IL24;IRAK3;KISS1;KLB;LHCGR;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;MCPH1;MICAL1;MIDN;MPHOSPH10;NCF1;NLRP12;NRBF2;NUP58;OSM;PDK1;PDK3;PHACTR1;PIK3CB;PIK3R5;PPP1R15B;PPP2R3C;PSCA;PTAFR;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;RAP2C;SAMSN1;SCARB1;SDCBP;SEH1L;SERPINF2;SHOC2;SLC11A1;SLC25A33;SOCS3;SPOCD1;STAP1;STK39;SWAP70;SYAP1;TEC;TGFBR1;TIPRL;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;WNT16;ZC3H12A
231,GO_EXOCYTOSIS,8.799874724417706e-05,76,449,837,ADAM10;ADGRE2;ADGRG3;ARHGAP9;ARMC8;ATP6V0A1;ATP8B4;BIN2;BLOC1S6;C12orf4;C5AR1;CCL3;CD44;CD58;CD84;CHIT1;CHP1;CLTRN;CTSZ;CXCL1;CYBB;DNM1L;EGF;EQTN;FCAR;FCGR2B;FGG;FGR;GPR84;HSPA6;IL4R;IQGAP2;IST1;ITGAM;ITGAX;LCN2;LILRB3;LRRK2;MANBA;MICAL1;MMP25;MOSPD2;MYO5A;NHLRC3;OLR1;ORM1;ORM2;P2RX1;PDCD6IP;PIGR;PNP;PRG2;PSMD12;PSMD6;PTAFR;PTPRC;QPCT;RAP2C;S100A8;S100P;SCFD1;SDCBP;SERPINF2;SIGLEC9;SLC11A1;SLC17A9;STX3;STX4;SYTL3;TCIRG1;TCN1;TLR2;TNFAIP2;VNN1;VPS33B;VPS41
324,GO_HEAT_GENERATION,9.139450521458001e-05,5,6,837,ABAT;IL1A;IL1B;PTGS2;TNF
171,GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,9.332143073434477e-05,105,668,837,ACSL1;ADAM17;ADTRP;ARRDC4;BCL10;BCL3;BIRC7;C5AR1;C5AR2;CARD14;CASP9;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNK;CD44;CD80;CD86;CDK9;CEBPG;CHFR;CHP1;CLCF1;CLEC7A;CNOT9;CRY1;CSF1;CYBB;DAZL;DBF4;DIABLO;DUSP5;ECT2;EGF;FAS;FCGR2B;FGG;GGA1;GNL3;GPNMB;HBEGF;IFI16;IL1A;IL1B;IL23A;IL24;IRF4;IST1;KISS1;KLB;KPNA7;LIF;LIN28A;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;NCF1;NLRP12;NRDC;OSM;P2RX1;PHF1;PIK3CB;PIK3R5;PLK3;POLR2D;PPP1R15B;PPP2R3C;PSME4;PTAFR;PTGS2;PTPN1;PTPN22;PTPRC;RAP2C;RNF19B;RPS27L;S100A8;SDCBP;SERPINF2;SLC11A1;SNW1;SOCS3;STAP1;STK39;SYAP1;TEC;TGFBR1;TICAM1;TIMM17A;TLR6;TNF;TNFRSF10B;TRMT10C;UBC;UBE2D1;UBE2V1;WNT16;ZC3H12A
361,GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE,9.782527513849003e-05,7,12,837,BATF;IL23A;IRF4;MALT1;NFKBID;NFKBIZ;ZC3H12A
359,GO_MONONUCLEAR_CELL_MIGRATION,0.00010005745557386012,13,37,837,AKIRIN1;C5AR1;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CSF1;JAML;MOSPD2;PLA2G7;TNF
370,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,0.00010182259937983118,16,52,837,ADTRP;ARG2;CD274;CD80;CD86;FCGR2B;GPNMB;IL2RA;IL4R;LILRB1;NFKBID;PTPN2;PTPN22;RUNX1;TNFRSF21;ZC3H12A
218,GO_REGULATION_OF_PEPTIDE_SECRETION,0.00010644404675669377,39,191,837,ABAT;ADTRP;ARG2;ATG5;C5AR2;CCL3;CD274;CD58;CHUK;CLTRN;DNM1L;FCGR2B;FGG;FGR;ICA1;IL1A;IL1B;IL1R2;IL4R;KCNN4;KISS1;LILRB1;LPL;LRRK2;MIDN;NLRP12;ORM1;ORM2;OSM;PTPN22;S100A8;SLC8B1;STX4;TCIRG1;TLR2;TLR6;TNF;TNFRSF21;ZC3H12A
43,GO_SMALL_MOLECULE_METABOLIC_PROCESS,0.00010766765627064911,130,865,837,ABAT;ACADSB;ACADVL;ACER3;ACOT11;ACOT9;ACSL1;ADPGK;ADTRP;AGPAT4;AK6;AKR1C1;ALDH6A1;ALOXE3;AMPD1;AMPD2;APOBEC3B;ARG2;ATPSCKMT;B3GNT7;BCAT1;BCKDHB;BDH1;CD44;CHP1;CLN8;CRY1;CSGALNACT2;CTH;CTNS;CTRC;CYP19A1;CYP1A1;CYP4F3;DHTKD1;ECD;EEF1E1;EGF;ENO3;ENTPD5;ERO1A;ETFDH;FABP3;FADS1;FADS6;FHIT;GK;GLO1;GMPPB;GNMT;GNPNAT1;GPAT3;GPD2;GPT;HAL;HGD;HSD17B7;IDO2;IL1B;IMPA1;IPPK;LHCGR;LPL;LRRK2;MBD4;MCCC1;MIDN;MPC1;MPP1;MYO5A;NADSYN1;NARS1;NLN;NPL;NT5C2;NUDT5;NUP58;NUS1;ODC1;OPA1;PADI4;PC;PDE4C;PDHA1;PDK1;PDK3;PHKG2;PLAA;PLCB2;PLIN5;PNP;PON1;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTGS2;PTPN2;PTS;RARS1;RBKS;RDH10;RDH12;RRM2B;RUBCNL;SCARB1;SEH1L;SLC1A3;SLC25A13;SLC5A6;SLC5A8;SMPDL3A;STARD4;SULT1C2;TCN1;TLR2;TNF;TPH2;UAP1L1;UGT1A10;UGT1A7;UGT2B28;UPP1;VNN1;VNN2;VPS9D1;ZMPSTE24
172,GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION,0.00010772191672037747,11,28,837,ARG2;C5AR2;FCGR2B;IL1R2;LILRB1;NLRP12;PTPN22;TLR6;TNF;TNFRSF21;ZC3H12A
100,GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,0.00010772191672037747,11,28,837,BATF;BCL3;CD80;CD86;IL23A;IL4R;IRF4;MALT1;NFKBID;NFKBIZ;ZC3H12A
204,GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.00011124523793671244,24,97,837,ADGRE2;BCL10;C12orf4;CD80;CD84;CD86;CLCF1;FGR;IL1B;IL23A;IL4R;ITGAM;LILRB1;MALT1;NFKBID;NFKBIZ;PTAFR;PTPRC;SHLD2;SHLD3;STX4;TICAM1;TNF;VAV1
91,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.00011217729780913137,18,63,837,CD80;CD83;CD86;CSF1;IL23A;IL2RA;IL4R;LIF;MALT1;NFKBID;NFKBIZ;PNP;PPP2R3C;PTPRC;RUNX1;TNF;TNFSF9;VNN1
240,GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.00012229792226979688,17,58,837,CCL3;CLEC7A;IL1B;IL23A;LPL;LRRK2;NFKBIZ;NLRP12;OSM;PLA2G7;PTGS2;S100A8;STAP1;TICAM1;TLR2;TLR6;TNF
315,GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,0.00012380426419679398,49,260,837,BCL10;BTNL10;C5AR1;C5AR2;CHUK;CLEC7A;CUL1;FCGR2B;FGG;FGR;IRAK3;IRF4;ITGAM;KCNN4;KLHL6;LILRB1;MALT1;MUC5AC;NFKBID;NFKBIZ;OTULIN;PIGR;PIK3CB;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPN22;PTPRC;RIOK3;RUNX1;S100A8;SMPDL3B;STAP1;TEC;TICAM1;TLR2;TLR6;TNFRSF21;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A
261,GO_REGULATION_OF_LYMPHOCYTE_MIGRATION,0.0001241285694503336,10,24,837,ADAM10;ADAM17;ADTRP;CCL2;CCL3;CCL4;CCL7;SLC8B1;STK39;TNFSF14
127,GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,0.00012798061686636818,8,16,837,CD80;CD83;CD86;IL23A;IL4R;MALT1;NFKBID;NFKBIZ
148,GO_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.00013737084191600923,15,48,837,ADGRG3;BCL3;CARD14;IL1B;IL23A;MALT1;NLRP12;PTP4A3;PTPN22;TLR2;TLR6;TNF;TNFRSF10B;TNFSF14;ZC3H12A
312,GO_FEVER_GENERATION,0.00015160716623064841,4,4,837,IL1A;IL1B;PTGS2;TNF
287,GO_SECRETORY_GRANULE_MEMBRANE,0.00015205325464704884,31,142,837,ADAM10;ADGRG3;ATP6V0A1;ATP8B4;C5AR1;CD44;CD58;CYBB;EQTN;FCAR;GPR84;ICA1;IQGAP2;ITGAM;ITGAX;LILRB3;MANBA;MMP25;MOSPD2;OLR1;P2RX1;PIGR;PTAFR;PTPRC;RAP2C;SIGLEC9;SLC11A1;STX3;TCIRG1;TLR2;VNN1
367,GO_NEUROINFLAMMATORY_RESPONSE,0.00015630470297298062,11,29,837,C5AR1;CCL3;IL1B;ITGAM;LRRK2;PTGS2;PTPRC;STAP1;TLR2;TLR6;TNF
40,GO_POSITIVE_REGULATION_OF_MAPK_CASCADE,0.00015641341105207443,40,201,837,BIRC7;C5AR1;C5AR2;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;DUSP5;EGF;FCGR2B;FGG;GPNMB;IL1A;IL1B;KISS1;KLB;LIF;LRRK2;MAP3K14;MAP3K8;NCF1;OSM;PIK3CB;PIK3R5;PTPN1;PTPN22;PTPRC;SDCBP;SERPINF2;STK39;TGFBR1;TLR6;TNF;UBC;UBE2V1;WNT16;ZC3H12A
187,GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.00017605201148177525,12,34,837,BCL10;CCL2;CCL3;CD180;IL1B;MALT1;PTAFR;PTPN22;SCARB1;TICAM1;TLR2;TNF
400,GO_IMMUNE_RECEPTOR_ACTIVITY,0.00017796456564846328,15,49,837,C5AR1;C5AR2;CCR3;CD44;CSF2RB;CSF3R;FCGR2B;IFNAR2;IFNLR1;IL1R2;IL2RA;IL4R;IL9R;LILRB1;PIGR
24,GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.00018444348368351472,14,44,837,BATF;BCL3;CD80;CD86;FCGR2B;IL23A;IL4R;IRF4;LILRB1;MALT1;NFKBID;NFKBIZ;SLC11A1;ZC3H12A
219,GO_LYMPHOCYTE_MIGRATION,0.00018463487858065295,13,39,837,ADAM10;ADAM17;ADTRP;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;GPR15;SLC8B1;STK39;TNFSF14
339,GO_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS,0.00019166409463026326,7,13,837,BCL10;CLEC7A;IL1B;NLRP12;PTAFR;TLR6;TNF
34,GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,0.00019166409463026326,7,13,837,ADAM10;ADAM17;CCL3;CCL4;CCL7;STK39;TNFSF14
102,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,0.00019346260571059782,17,60,837,ADAM10;ADAM17;AKIRIN1;C5AR1;CCL3;CCL4;CCL7;CSF1;CXCL8;IL23A;MOSPD2;PLA2G7;PTAFR;STK39;SWAP70;TNF;TNFSF14
244,GO_POSITIVE_REGULATION_OF_CHEMOTAXIS,0.00019346260571059782,17,60,837,ADAM10;ADAM17;AKIRIN1;C5AR1;CCL3;CCL4;CCL7;CSF1;CXCL8;IL23A;MOSPD2;PLA2G7;STK39;STX3;STX4;SWAP70;TNFSF14
258,GO_RESPONSE_TO_VIRUS,0.00019884183115463275,31,144,837,APOBEC3B;BCL3;CCL11;CCL4;CD207;CGAS;CHUK;CYP1A1;FGR;FOSL1;IFI16;IFNAR2;IFNLR1;IL1B;IL23A;IL2RA;IRAK3;IVNS1ABP;LCN2;LILRB1;MAP3K14;ODC1;PIM2;POLR3G;PTPRC;RIOK3;TICAM1;TNF;VWCE;ZC3H12A;ZMPSTE24
114,GO_POSITIVE_REGULATION_OF_CELL_ADHESION,0.0002142411426144925,32,151,837,BCL10;CCL2;CD274;CD44;CD80;CD83;CD86;CLECL1;CSF1;FGG;IL1B;IL23A;IL2RA;IL4R;LILRB1;MALT1;MAP3K8;NFKBID;NFKBIZ;PNP;PTAFR;PTPRC;RUNX1;SERPINF2;STX3;STX4;TNF;TNFRSF13C;TNFSF14;TNFSF9;VAV1;VNN1
103,GO_REGULATION_OF_SECRETION,0.00021539635574060518,54,301,837,ABAT;ADGRE2;ADTRP;ARG2;ATG5;C12orf4;C5AR2;CCL3;CD274;CD58;CD84;CHUK;CLTRN;CRY1;CYP19A1;DNM1L;EGF;FCGR2B;FGG;FGR;ICA1;IL1A;IL1B;IL1R2;IL4R;ITGAM;KCNN4;KISS1;LIF;LILRB1;LPL;LRRK2;MICAL1;MIDN;NLRP12;ORM1;ORM2;OSM;P2RX1;PDCD6IP;PTAFR;PTPN22;S100A8;SDCBP;SLC8B1;STK39;STX4;TCIRG1;TFF2;TLR2;TLR6;TNF;TNFRSF21;ZC3H12A
272,GO_ACUTE_PHASE_RESPONSE,0.00021831352941860738,8,17,837,CD163;IL1A;IL1B;ORM1;ORM2;PTGS2;SERPINF2;TNF
